disaster_ID,latitude,longitude,order
H-2000006,45.773812,76.079373,22
H-2000006,43.336242,62.798616,23
H-2000006,54.174062,57.705891,24
H-2000006,44.129935,64.205746,25
H-2000006,50.553865,81.868447,26
H-2000006,51.647747,67.495173,27
H-2000006,42.650589,75.29046,28
H-2000006,53.490136,62.981057,29
H-2000006,52.153446,74.024832,30
H-2000006,54.938398,84.127533,31
H-2000006,44.40323,81.042121,32
H-2000006,49.602036,61.854625,33
H-2000006,46.066023,86.486576,34
H-2000007,54.383738,77.236374,1
H-2000007,51.577214,58.263136,2
H-2000007,44.252613,84.068972,3
H-2000007,46.829467,70.811748,4
H-2000007,53.738013,76.171929,5
H-2000007,45.943545,86.013776,6
H-2000007,55.396476,81.620468,7
H-2000007,51.993105,82.79432,8
H-2000007,52.226048,48.047053,9
H-2000007,47.285158,51.657796,10
H-2000007,51.017533,67.753969,11
H-2000007,46.918962,52.848391,12
H-2000007,45.966555,61.295015,13
H-2000007,50.74249,79.907816,14
H-2000007,45.828376,71.487673,15
H-2000007,44.174123,86.345081,16
H-2000007,46.357646,80.578682,17
H-2000007,50.698752,82.026456,18
H-2000007,52.162781,67.735639,19
H-2000007,47.434202,73.39363,20
H-2000007,48.577039,57.026631,21
H-2000007,51.017537,64.804788,22
H-2000007,46.335732,65.342254,23
H-2000007,42.260696,63.594526,24
H-2000007,46.00602,57.545585,25
H-2000007,54.034038,54.009042,26
H-2000007,41.595924,58.017903,27
H-2000007,45.536598,53.900653,28
H-2000007,51.889348,71.391508,29
H-2000007,44.744952,79.971546,30
H-2000007,49.673002,86.432072,31
H-2000007,43.796609,58.563339,32
H-2000007,52.43735,81.764682,33
H-2000007,48.995791,54.539014,34
H-2000008,23.611529,112.341062,1
H-2000008,27.358735,100.893473,2
H-2000008,32.920359,112.090566,3
H-2000008,27.742059,105.201005,4
H-2000008,21.917834,105.624135,5
H-2000008,23.912402,97.655491,6
H-2000008,29.387812,91.565818,7
H-2000008,26.41551,99.07631,8
H-2000008,37.059964,96.928758,9
H-2000008,38.325002,105.930882,10
H-2000008,23.715401,87.996092,11
H-2000008,22.643747,100.966816,12
H-2000008,25.716973,106.477124,13
H-2000008,22.437387,102.195264,14
H-2000008,38.145211,96.355397,15
H-2000008,25.568987,94.833904,16
H-2000008,30.796158,114.298273,17
H-2000008,33.739448,107.99676,18
H-2000008,38.47558,89.18522,19
H-2000008,33.317262,101.24313,20
H-2000008,22.928573,103.689557,21
H-2000008,36.220199,107.067692,22
H-2000008,32.976094,95.482792,23
H-2000008,29.283253,118.10356,24
H-2000008,30.954988,87.81383,25
H-2000008,26.47497,90.002058,26
H-2000008,25.65394,112.491183,27
H-2000008,26.360119,105.775894,28
H-2000008,24.733874,110.338363,29
H-2000008,34.866436,89.681853,30
H-2000008,27.479647,119.523642,31
H-2000008,32.32086,89.507844,32
H-2000008,30.83765,90.185473,33
H-2000008,26.169645,87.808921,34
H-2000009,39.734633,-80.496818,1
H-2000009,46.948893,-81.235365,2
H-2000009,39.6819,-74.588595,3
H-2000009,43.575791,-97.391752,4
H-2000009,45.72089,-72.923424,5
H-2000009,36.600389,-93.521099,6
H-2000009,32.129395,-95.141521,7
H-2000009,36.005355,-88.326156,8
H-2000009,37.944515,-104.476642,9
H-2000009,37.381734,-119.989548,10
H-2000009,37.665167,-116.762622,11
H-2000009,31.606196,-89.957324,12
H-2000009,34.382764,-88.852142,13
H-2000009,45.210689,-100.656438,14
H-2000009,43.88829,-113.406528,15
H-2000009,30.856982,-123.982382,16
H-2000009,43.949892,-74.980721,17
H-2000009,39.633647,-110.999767,18
H-2000009,45.418409,-87.478136,19
H-2000009,31.935233,-82.264577,20
H-2000009,38.298919,-105.665639,21
H-2000009,47.020137,-102.285066,22
H-2000009,36.089478,-85.579053,23
H-2000009,38.220927,-78.903363,24
H-2000009,47.763829,-98.543268,25
H-2000009,37.293496,-113.462455,26
H-2000009,44.124518,-87.582807,27
H-2000009,35.807472,-73.439018,28
H-2000009,38.896083,-105.806593,29
H-2000009,41.253791,-111.510532,30
H-2000009,45.335903,-93.798591,31
H-2000009,42.008796,-107.921618,32
H-2000009,43.511709,-79.727308,33
H-2000009,37.270108,-95.112777,34
H-2000010,58.11879,146.89234,1
H-2000010,58.652972,72.944183,2
H-2000010,76.957994,106.123278,3
H-2000010,55.763519,168.821353,4
H-2000010,71.26811,136.712244,5
H-2000010,62.90113,61.082913,6
H-2000010,59.944149,53.278148,7
H-2000010,77.066985,57.342482,8
H-2000010,73.942454,148.593024,9
H-2000010,74.567831,166.978004,10
H-2000010,71.628817,58.946943,11
H-2000010,68.867643,57.627619,12
H-2000010,69.820578,100.719018,13
H-2000010,55.808951,39.205282,14
H-2000010,62.477984,155.942119,15
H-2000010,61.219828,87.770106,16
H-2000010,76.667982,85.627447,17
H-2000010,64.054409,172.810852,18
H-2000010,59.069624,102.126937,19
H-2000010,58.711394,163.595728,20
H-2000010,75.7181,79.885544,21
H-2000010,73.43952,133.161574,22
H-2000010,73.942266,159.393526,23
H-2000010,71.664719,158.266304,24
H-2000010,66.582312,161.931759,25
H-2000010,72.486019,106.472863,26
H-2000010,70.606285,72.089553,27
H-2000010,63.383087,123.231739,28
H-2000010,70.160741,42.013289,29
H-2000010,75.429071,70.689591,30
H-2000010,66.281617,97.552202,31
H-2000010,67.010791,128.174937,32
H-2000010,74.259981,147.726399,33
H-2000010,59.141969,105.653892,34
H-2000011,27.336084,45.628942,1
H-2000011,26.889054,51.320887,2
H-2000011,17.912183,44.891725,3
H-2000011,21.053963,47.627342,4
H-2000011,26.574844,51.275087,5
H-2000011,21.609411,35.660903,6
H-2000011,21.816329,38.782071,7
H-2000011,24.919884,49.496527,8
H-2000011,30.563065,35.823777,9
H-2000011,30.066028,44.463832,10
H-2000011,22.311803,37.130446,11
H-2000011,24.457686,40.605189,12
H-2000011,26.31735,39.640499,13
H-2000011,21.40345,51.08953,14
H-2000011,30.96057,40.439959,15
H-2000011,28.742223,41.728346,16
H-2000011,24.972468,53.089521,17
H-2000011,26.407942,49.430255,18
H-2000011,18.115913,51.39248,19
H-2000011,21.190589,39.739098,20
H-2000011,25.159523,36.803557,21
H-2000011,18.637213,49.386998,22
H-2000011,22.786518,37.360138,23
H-2000011,27.198512,36.459885,24
H-2000011,24.975626,47.704636,25
H-2000011,30.899125,38.301733,26
H-2000011,18.377199,48.610756,27
H-2000011,23.54259,47.76638,28
H-2000011,25.278497,43.721411,29
H-2000011,28.700595,35.891256,30
H-2000011,24.780732,40.430005,31
H-2000011,23.343242,40.577502,32
H-2000011,26.922308,41.741029,33
H-2000011,20.501348,43.749557,34
H-2000012,2.609614,20.578012,1
H-2000012,-2.711708,15.595948,2
H-2000012,-5.819292,14.027256,3
H-2000012,-1.503351,15.953469,4
H-2000012,0.409036,18.168236,5
H-2000012,-6.764446,15.719133,6
H-2000012,-12.112357,15.214365,7
H-2000012,-5.256982,16.434767,8
H-2000012,-4.766079,20.546177,9
H-2000012,2.200919,24.114023,10
H-2000012,-1.18647,19.434565,11
H-2000012,1.679663,27.508438,12
H-2000012,-6.55077,24.920353,13
H-2000012,-11.820657,26.258166,14
H-2000012,2.879839,17.209236,15
H-2000012,-11.970462,17.790608,16
H-2000012,-3.35018,13.990335,17
H-2000012,-7.308177,26.706865,18
H-2000012,-1.728445,26.961047,19
H-2000012,-4.971789,28.899413,20
H-2000012,-12.670002,23.906721,21
H-2000012,3.685342,26.129825,22
H-2000012,-3.597624,19.380479,23
H-2000012,3.810118,23.582685,24
H-2000012,-11.8979,20.93303,25
H-2000012,4.349439,13.958407,26
H-2000012,-10.939753,27.287897,27
H-2000012,-1.948223,16.478798,28
H-2000012,-2.768924,26.080985,29
H-2000012,-7.244541,18.17755,30
H-2000012,-9.606136,19.138972,31
H-2000012,4.218848,15.959755,32
H-2000012,-3.351093,28.10793,33
H-2000012,-8.723807,18.062131,34
H-2000013,-6.880382,20.164517,1
H-2000013,-5.353689,23.333297,2
H-2000013,-7.075413,13.917436,3
H-2000013,3.487595,12.919622,4
H-2000013,3.874969,24.211587,5
H-2000013,-3.847118,22.582307,6
H-2000013,-4.795907,14.175213,7
H-2000013,2.412096,14.489745,8
H-2000013,2.635081,18.594457,9
H-2000013,-6.339564,17.95095,10
H-2000013,-8.183215,16.097618,11
H-2000013,-5.757826,28.016624,12
H-2000013,-4.086602,12.903884,13
H-2000013,3.585385,20.799701,14
H-2000013,-6.171819,15.604879,15
H-2000013,-5.672595,27.03926,16
H-2000013,-3.292268,26.772614,17
H-2000013,-0.98017,27.848349,18
H-2000013,-1.290553,24.845601,19
H-2000013,1.136719,22.457461,20
H-2000013,-11.517935,13.634554,21
H-2000013,-3.90675,17.547489,22
H-2000013,-11.297041,20.899846,23
H-2000013,-8.378416,19.259698,24
H-2000013,-7.645101,22.416835,25
H-2000013,4.467365,26.165316,26
H-2000013,1.646931,19.09777,27
H-2000013,-3.092511,24.874462,28
H-2000013,-6.442827,18.256974,29
H-2000013,-6.834407,24.302717,30
H-2000013,2.089706,15.916971,31
H-2000013,1.191472,27.934229,32
H-2000013,4.550656,17.946506,33
H-2000013,-4.888385,21.11997,34
H-2000014,3.152413,-45.442438,1
H-2000014,-21.668459,-36.649355,2
H-2000014,-20.510587,-50.514345,3
H-2000014,-15.537045,-44.701711,4
H-2000014,-0.411448,-45.112983,5
H-2000014,-5.725188,-64.550155,6
H-2000014,-4.126332,-52.297843,7
H-2000014,-13.908445,-38.687107,8
H-2000014,-0.876492,-43.128517,9
H-2000014,-19.978001,-48.205362,10
H-2000014,-10.078942,-70.110437,11
H-2000014,-9.124067,-43.088054,12
H-2000014,-14.371582,-56.789542,13
H-2000014,-3.225623,-71.849305,14
H-2000014,-10.214882,-67.932021,15
H-2000014,2.033185,-66.351823,16
H-2000014,-3.995772,-71.378512,17
H-2000014,-2.339186,-52.020987,18
H-2000014,-13.990884,-61.635588,19
H-2000014,0.546427,-55.150421,20
H-2000014,0.488879,-69.852739,21
H-2000014,0.316013,-72.583564,22
H-2000014,-6.958613,-36.062809,23
H-2000014,-10.60701,-39.808078,24
H-2000014,0.832207,-62.395752,25
H-2000014,-0.4938,-37.049832,26
H-2000014,-9.429342,-50.236853,27
H-2000014,-10.709846,-49.501357,28
H-2000014,-8.814198,-37.704891,29
H-2000014,-16.217245,-55.465218,30
H-2000014,-7.90725,-58.479872,31
H-2000014,-18.194647,-54.638975,32
H-2000014,-6.662752,-69.27037,33
H-2000014,-13.388018,-62.66641,34
H-2000015,54.028284,-86.919342,1
H-2000015,58.602576,-74.317901,2
H-2000015,56.041341,-122.712146,3
H-2000015,57.583615,-138.28641,4
H-2000015,54.642677,-76.896088,5
H-2000015,54.776911,-122.844924,6
H-2000015,64.585298,-92.091579,7
H-2000015,59.124874,-70.528072,8
H-2000015,54.708394,-98.960787,9
H-2000015,52.478588,-86.321941,10
H-2000015,60.340921,-119.613763,11
H-2000015,51.51006,-118.00033,12
H-2000015,67.156652,-131.303802,13
H-2000015,52.113794,-89.78641,14
H-2000015,53.280257,-107.953669,15
H-2000015,55.247018,-69.255281,16
H-2000015,68.85702,-137.023267,17
H-2000015,56.150915,-70.986258,18
H-2000015,51.946182,-119.049129,19
H-2000015,49.994943,-105.490242,20
H-2000015,68.519641,-94.971211,21
H-2000015,60.481349,-103.988345,22
H-2000015,56.761387,-93.641437,23
H-2000015,66.529198,-86.354409,24
H-2000015,58.101881,-99.164527,25
H-2000015,50.582588,-121.48725,26
H-2000015,65.065154,-63.166713,27
H-2000015,64.640226,-62.942506,28
H-2000015,61.398696,-77.735716,29
H-2000015,59.812413,-127.954724,30
H-2000015,67.744006,-61.181151,31
H-2000015,61.106804,-135.46024,32
H-2000015,64.550289,-130.402162,33
H-2000015,52.500814,-98.049889,34
H-2000016,-37.250239,-55.525765,1
H-2000016,-34.24766,-55.341186,2
H-2000016,-38.941129,-57.315411,3
H-2000016,-27.394145,-69.406653,4
H-2000016,-50.791537,-61.012972,5
H-2000016,-39.451117,-58.498578,6
H-2000016,-31.135159,-69.121271,7
H-2000016,-41.925555,-56.559562,8
H-2000016,-44.335499,-66.917277,9
H-2000016,-37.022457,-67.46654,10
H-2000016,-44.392785,-69.20429,11
H-2000016,-48.58404,-69.671157,12
H-2000016,-26.030899,-60.75837,13
H-2000016,-36.249772,-62.601915,14
H-2000016,-38.870346,-64.907495,15
H-2000016,-42.528574,-64.402024,16
H-2000016,-22.499895,-59.063158,17
H-2000016,-23.167812,-64.282484,18
H-2000016,-49.95619,-60.462274,19
H-2000016,-22.210191,-61.391311,20
H-2000016,-26.599082,-66.865592,21
H-2000016,-36.165577,-57.432808,22
H-2000016,-23.85463,-68.413151,23
H-2000016,-27.022412,-62.538795,24
H-2000016,-45.268971,-63.287048,25
H-2000016,-47.138411,-64.078056,26
H-2000016,-45.165162,-69.484267,27
H-2000016,-35.233913,-69.345063,28
H-2000016,-34.46514,-60.055132,29
H-2000016,-24.472342,-61.11373,30
H-2000016,-32.29526,-63.23568,31
H-2000016,-49.210275,-65.511459,32
H-2000016,-45.272412,-62.295827,33
H-2000016,-44.166698,-67.580134,34
H-2000017,53.317944,-134.98071,1
H-2000017,54.150614,-125.715638,2
H-2000017,61.306766,-65.929147,3
H-2000017,66.943213,-75.588067,4
H-2000017,63.75016,-91.160696,5
H-2000017,50.647005,-59.963763,6
H-2000017,59.919972,-118.950326,7
H-2000017,58.29952,-74.849061,8
H-2000017,54.673858,-122.404965,9
H-2000017,51.591992,-139.81306,10
H-2000017,65.758055,-56.93052,11
H-2000017,63.275771,-106.46851,12
H-2000017,69.63028,-90.732845,13
H-2000017,54.770435,-120.675786,14
H-2000017,50.072313,-90.918167,15
H-2000017,60.299532,-88.030349,16
H-2000017,54.980563,-63.849255,17
H-2000017,51.082094,-77.124804,18
H-2000017,64.168805,-68.990862,19
H-2000017,52.196996,-100.92107,20
H-2000017,65.432407,-112.539548,21
H-2000017,60.061968,-80.712604,22
H-2000017,55.904046,-122.358999,23
H-2000017,69.749293,-132.018056,24
H-2000017,62.201366,-73.800248,25
H-2000017,58.590499,-121.511179,26
H-2000017,62.637723,-122.192975,27
H-2000017,51.058345,-81.510481,28
H-2000017,49.956568,-82.909817,29
H-2000017,61.971479,-118.015465,30
H-2000017,68.38591,-101.353841,31
H-2000017,58.705361,-89.089139,32
H-2000017,61.579496,-68.7478,33
H-2000017,68.491874,-128.13593,34
H-2000018,25.225319,113.598582,1
H-2000018,29.158753,93.667071,2
H-2000018,25.184018,104.86492,3
H-2000018,34.356701,105.558198,4
H-2000018,31.357249,93.03389,5
H-2000018,27.721709,109.003159,6
H-2000018,35.035633,88.695355,7
H-2000018,30.525789,109.798448,8
H-2000018,30.036986,113.952755,9
H-2000018,22.636575,118.199722,10
H-2000018,28.758585,100.745368,11
H-2000018,24.115404,113.428972,12
H-2000018,36.480031,89.334315,13
H-2000018,28.732958,106.240572,14
H-2000018,38.577124,112.316389,15
H-2000018,23.328343,113.362022,16
H-2000018,35.075687,116.577254,17
H-2000018,38.412868,113.83687,18
H-2000018,25.877869,118.304087,19
H-2000018,27.0258,97.969585,20
H-2000018,24.252597,116.86626,21
H-2000018,38.786475,109.928038,22
H-2000018,33.636851,107.108853,23
H-2000018,38.832939,104.387641,24
H-2000018,34.873228,102.98965,25
H-2000018,37.300417,99.110104,26
H-2000018,37.159731,88.427661,27
H-2000018,30.128775,88.832866,28
H-2000018,35.870867,101.368128,29
H-2000018,32.958907,119.004929,30
H-2000018,33.640489,113.542034,31
H-2000018,28.408218,105.430087,32
H-2000018,28.110515,118.084955,33
H-2000018,34.987506,118.633904,34
H-2000019,77.229323,-41.264923,1
H-2000019,65.84575,-35.518604,2
H-2000019,63.788807,-46.159534,3
H-2000019,74.402531,-45.14939,4
H-2000019,72.255061,-29.871259,5
H-2000019,77.257654,-22.06111,6
H-2000019,66.947955,-35.216019,7
H-2000019,72.951417,-47.235136,8
H-2000019,76.785405,-49.899346,9
H-2000019,64.405605,-22.27049,10
H-2000019,83.07528,-32.472298,11
H-2000019,61.909598,-29.507593,12
H-2000019,66.07562,-47.45661,13
H-2000019,65.693398,-28.062427,14
H-2000019,71.0132,-20.949217,15
H-2000019,61.05689,-45.12591,16
H-2000019,72.005394,-29.133762,17
H-2000019,80.775029,-55.088055,18
H-2000019,77.945971,-44.692165,19
H-2000019,76.485658,-51.152697,20
H-2000019,63.07665,-35.928074,21
H-2000019,67.167552,-52.236005,22
H-2000019,75.654181,-52.710538,23
H-2000019,68.819842,-51.292229,24
H-2000019,74.225451,-42.325015,25
H-2000019,80.847685,-48.045157,26
H-2000019,68.633914,-43.009925,27
H-2000019,70.19523,-50.363521,28
H-2000019,78.466337,-37.867534,29
H-2000019,67.907121,-20.723936,30
H-2000019,81.775924,-27.042978,31
H-2000019,77.325082,-53.56424,32
H-2000019,60.462172,-21.073383,33
H-2000019,61.465638,-52.811304,34
H-2000020,23.336851,102.777358,1
H-2000020,33.125422,96.566464,2
H-2000020,32.757053,118.826809,3
H-2000020,36.798322,106.962066,4
H-2000020,26.646578,90.458896,5
H-2000020,22.441121,116.114975,6
H-2000020,23.009249,98.249123,7
H-2000020,31.646256,94.391781,8
H-2000020,23.150831,118.71803,9
H-2000020,28.532115,96.85329,10
H-2000020,25.408183,102.338158,11
H-2000020,26.325556,118.583117,12
H-2000020,28.811702,96.036633,13
H-2000020,33.612903,118.141439,14
H-2000020,35.359755,88.565994,15
H-2000020,32.386064,103.157325,16
H-2000020,34.108146,116.300035,17
H-2000020,24.230817,111.552358,18
H-2000020,22.765083,104.708128,19
H-2000020,28.501509,104.641665,20
H-2000020,32.677975,92.531572,21
H-2000020,36.861503,98.234566,22
H-2000020,25.272631,89.316881,23
H-2000020,33.068255,109.415834,24
H-2000020,23.395537,119.985267,25
H-2000020,29.189833,103.889566,26
H-2000020,35.548393,91.002741,27
H-2000020,24.400035,100.664794,28
H-2000020,35.430392,108.955436,29
H-2000020,22.661032,116.838451,30
H-2000020,38.318199,105.064888,31
H-2000020,27.4081,105.991229,32
H-2000020,27.777873,119.056347,33
H-2000020,31.541684,98.641768,34
H-2000021,66.000267,-72.816918,1
H-2000021,51.643096,-107.63413,2
H-2000021,58.883336,-122.035407,3
H-2000021,49.966685,-65.987076,4
H-2000021,59.156907,-140.478092,5
H-2000021,61.854266,-100.887419,6
H-2000021,59.345912,-118.418311,7
H-2000021,56.332192,-60.255944,8
H-2000021,67.864939,-58.228138,9
H-2000021,63.132972,-107.870707,10
H-2000021,63.274562,-102.177258,11
H-2000021,49.764588,-61.298074,12
H-2000021,67.47888,-63.558685,13
H-2000021,62.190323,-78.976788,14
H-2000021,52.65493,-122.491549,15
H-2000021,62.927461,-134.972761,16
H-2000021,65.115462,-62.901157,17
H-2000021,51.993128,-120.59504,18
H-2000021,68.86619,-85.398858,19
H-2000021,60.195422,-85.776901,20
H-2000021,51.00413,-82.205898,21
H-2000021,51.022233,-139.104453,22
H-2000021,58.026794,-68.22526,23
H-2000021,56.263236,-85.319721,24
H-2000021,51.4666,-71.854531,25
H-2000021,57.435647,-96.733071,26
H-2000021,64.871306,-116.141196,27
H-2000021,68.363906,-76.916053,28
H-2000021,60.874725,-66.850518,29
H-2000021,61.776761,-92.599858,30
H-2000021,69.509324,-126.537423,31
H-2000021,69.205483,-76.672434,32
H-2000021,63.932631,-87.431414,33
H-2000021,52.071679,-78.711507,34
H-2000022,-17.687922,-69.802255,1
H-2000022,-20.904896,-37.629645,2
H-2000022,-17.769345,-42.920276,3
