latitude,longitude,city,state
29.335357,98.528204,Tianshui,China
25.031549,113.251138,Anqing,China
27.357523,117.358885,Taihecun,China
30.809451,107.608838,Dongtai,China
35.672677,102.946923,Zhoukou,China
38.312238,89.605327,Mingshui,China
33.100132,92.191744,Mentougou,China
36.486922,97.268198,Haicheng,China
23.756525,87.655999,Dadonghai,China
32.592018,93.215489,Aral,China
31.992174,114.305906,Meizhou,China
31.173225,88.907445,Linfen,China
36.305939,113.954033,Urumqi,China
25.023585,96.160284,Songyuan,China
29.474693,112.342939,Linhai,China
22.27653,119.796132,Changchun,China
28.282351,111.47763,Ulanhot,China
25.502668,100.200735,Jiangyou,China
28.088262,87.615455,Shaoxing,China
25.454668,118.452299,Changde,China
34.389056,89.07115,Longfeng,China
33.214142,93.634449,Huanggang,China
23.859335,102.908168,Leshan,China
25.231458,91.969627,Jilin,China
28.099029,101.658106,Shaowu,China
33.485358,100.622704,Bengbu,China
28.317798,92.880383,Zhuzhou,China
28.678194,99.259202,Tianshui,China
36.021385,93.287365,Huzhou,China
27.071433,106.389465,Xinji,China
25.153956,116.750111,Cangzhou,China
23.214031,92.685788,Hotan,China
34.48107,101.888146,Shihezi,China
32.269049,103.72865,Baotou,China
28.709018,116.840088,Yiyang,China
22.680961,110.860741,Zhaoqing,China
24.935575,91.288334,Qingdao,China
43.482206,-92.758668,Lorain - Ohio,United States
42.112478,-99.971582,Norfolk - Virginia,United States
40.53866,-76.775321,Hesperia - California,United States
32.840581,-110.256229,Scranton - Pennsylvania,United States
38.931758,-102.836791,San Francisco - California,United States
37.113998,-82.451511,Erie - Pennsylvania,United States
42.791275,-86.116836,Westerville - Ohio,United States
39.582255,-110.528056,Oxnard - California,United States
33.979614,-86.093303,Cerritos - California,United States
41.454288,-119.793688,Cypress - California,United States
31.891429,-89.477874,Santa Clara - California,United States
38.83153,-108.489216,Fort Wayne - Indiana,United States
40.176885,-89.811932,Sherman - Texas,United States
32.736452,-108.900394,Clovis - New Mexico,United States
31.141596,-112.167539,Edinburg - Texas,United States
43.402655,-84.581497,Northglenn - Colorado,United States
39.750542,-122.769589,Peoria - Illinois,United States
36.080326,-110.776958,Dallas - Texas,United States
44.92635,-111.89532,Green Bay - Wisconsin,United States
37.658536,-78.804247,Bonita Springs - Florida,United States
45.909977,-98.427567,Novato - California,United States
41.528027,-94.436884,Frederick - Maryland,United States
44.972085,-98.076184,Noblesville - Indiana,United States
37.015502,-71.14683,Cathedral City - California,United States
37.617601,-98.137228,Mount Pleasant - South Carolina,United States
35.624074,-112.580429,Victoria - Texas,United States
38.651753,-112.162381,Tacoma - Washington,United States
35.474188,-77.338314,Sterling Heights - Michigan,United States
33.345585,-98.234273,San Marcos - California,United States
48.517048,-109.80366,Rancho Palos Verdes - California,United States
34.665788,-114.750943,Kissimmee - Florida,United States
46.460295,-115.611024,Miami Beach - Florida,United States
38.870658,-83.821182,Fort Smith - Arkansas,United States
41.023285,-85.695808,Tustin - California,United States
21.248849,77.671909,Rajkot,India
15.423005,68.894953,Mathura,India
18.094971,73.015909,Cochin,India
21.50184,75.314525,Bhatpara,India
8.548107,75.054236,Bharuch,India
15.210518,77.842084,Mandsaur,India
12.030589,85.53427,Bellary,India
23.76158,70.842593,Baharampur,India
29.618223,75.764095,Alleppey,India
28.950984,74.899942,Hugli,India
16.666757,69.344892,Patiala,India
21.448652,85.191899,Malkajgiri,India
21.446448,80.580749,Rewari,India
30.232538,69.586324,Baidyabati,India
30.403641,79.301704,Dewas,India
14.492624,71.751071,Jodhpur,India
19.606416,72.841065,Trichur,India
18.399343,76.46072,Surat,India
23.272323,75.652566,Kollam,India
20.195682,75.23046,Sangli,India
23.713228,80.579829,Nagpur,India
8.776454,85.406429,Bareilly,India
30.043686,73.996691,Bahadurgarh,India
11.578183,70.441541,Bengaluru,India
29.997782,79.134963,Ramagundam,India
28.305711,71.67845,Saharsa,India
11.93982,81.416991,Monghyr,India
16.888424,74.814897,Pune,India
22.587374,78.092665,Hubli,India
15.808588,71.316753,Jamshedpur,India
15.596263,75.642596,Satara,India
12.029782,71.230105,Kolkata,India
25.954582,76.418215,Bijapur,India
26.544292,73.593908,Proddatur,India
51.595661,73.397763,Semey,Kazakhstan
42.924314,82.685165,Georgiyevka,Kazakhstan
43.096623,73.176965,Qusmuryn,Kazakhstan
43.593713,60.282762,Leninskoye,Kazakhstan
49.036175,72.08269,Fort Shevchenko,Kazakhstan
55.039524,65.460484,Aral,Kazakhstan
51.71268,64.563152,Dossor,Kazakhstan
49.025616,78.881887,Turar Ryskulov,Kazakhstan
47.446554,73.712965,Otegen Batyra,Kazakhstan
50.958786,50.747566,Bestobe,Kazakhstan
45.820248,66.461148,Dzhalagash,Kazakhstan
52.853938,82.800196,Chemolgan,Kazakhstan
50.556362,74.776182,Novodolinskiy,Kazakhstan
52.12083,55.574155,Zharkent,Kazakhstan
47.761295,58.295343,Lugovoy,Kazakhstan
48.010929,49.492665,Abay,Kazakhstan
50.557201,65.673306,Kegen,Kazakhstan
49.658481,66.99382,Kyzyl Orda,Kazakhstan
50.374572,60.454271,Chayan,Kazakhstan
55.370103,80.917537,Petropavl,Kazakhstan
44.467636,83.205878,Ridder,Kazakhstan
45.773812,76.079373,Kzyltu,Kazakhstan
43.336242,62.798616,Novoishimskiy,Kazakhstan
54.174062,57.705891,Shortandy,Kazakhstan
44.129935,64.205746,Zavodskoy,Kazakhstan
50.553865,81.868447,Makinsk,Kazakhstan
51.647747,67.495173,Zhanaozen,Kazakhstan
42.650589,75.29046,Lisakovsk,Kazakhstan
53.490136,62.981057,Fyodorovka,Kazakhstan
52.153446,74.024832,Shetpe,Kazakhstan
54.938398,84.127533,Zhetibay,Kazakhstan
44.40323,81.042121,Qaraton,Kazakhstan
49.602036,61.854625,Taldykorgan,Kazakhstan
46.066023,86.486576,Zhezkent,Kazakhstan
54.383738,77.236374,Kostanay,Kazakhstan
51.577214,58.263136,Aksu,Kazakhstan
44.252613,84.068972,Ridder,Kazakhstan
46.829467,70.811748,Yermentau,Kazakhstan
53.738013,76.171929,Aktas,Kazakhstan
45.943545,86.013776,Zhezkent,Kazakhstan
55.396476,81.620468,Zhetibay,Kazakhstan
51.993105,82.79432,Batamshinskiy,Kazakhstan
52.226048,48.047053,Dzhambeyty,Kazakhstan
47.285158,51.657796,Stepnogorsk,Kazakhstan
51.017533,67.753969,Kegen,Kazakhstan
46.918962,52.848391,Terenozek,Kazakhstan
45.966555,61.295015,Lugovoye,Kazakhstan
50.74249,79.907816,Bayanaul,Kazakhstan
45.828376,71.487673,Balykshi,Kazakhstan
44.174123,86.345081,Oytal,Kazakhstan
46.357646,80.578682,Mayqayyng,Kazakhstan
50.698752,82.026456,Makinsk,Kazakhstan
52.162781,67.735639,Zhanaozen,Kazakhstan
47.434202,73.39363,Dzhangala,Kazakhstan
48.577039,57.026631,Borovskoy,Kazakhstan
51.017537,64.804788,Zhezqazghan,Kazakhstan
46.335732,65.342254,Torghay,Kazakhstan
42.260696,63.594526,Bakanas,Kazakhstan
46.00602,57.545585,Kurchatov,Kazakhstan
54.034038,54.009042,Miyaly,Kazakhstan
41.595924,58.017903,Ust' Talovka,Kazakhstan
45.536598,53.900653,Chulakkurgan,Kazakhstan
51.889348,71.391508,Semey,Kazakhstan
44.744952,79.971546,Karatau,Kazakhstan
49.673002,86.432072,Chardara,Kazakhstan
43.796609,58.563339,Lepsy,Kazakhstan
52.43735,81.764682,Chemolgan,Kazakhstan
48.995791,54.539014,Zyryanovsk,Kazakhstan
23.611529,112.341062,Huocheng,China
27.358735,100.893473,Haikou,China
32.920359,112.090566,Qingnian,China
27.742059,105.201005,Shiqiao,China
21.917834,105.624135,Liupanshui,China
23.912402,97.655491,Xuanzhou,China
29.387812,91.565818,Zhuhai,China
26.41551,99.07631,Guangming,China
37.059964,96.928758,Haicheng,China
38.325002,105.930882,Yangshuo,China
23.715401,87.996092,Dadonghai,China
22.643747,100.966816,Nanping,China
25.716973,106.477124,Jingmen,China
22.437387,102.195264,Donghai,China
38.145211,96.355397,Dunhua,China
25.568987,94.833904,Shenzhen,China
30.796158,114.298273,Weihai,China
33.739448,107.99676,Hangzhou,China
38.47558,89.18522,Mingshui,China
33.317262,101.24313,Bengbu,China
22.928573,103.689557,Baiyin,China
36.220199,107.067692,Nantong,China
32.976094,95.482792,Shangrao,China
29.283253,118.10356,Xiantao,China
30.954988,87.81383,Linfen,China
26.47497,90.002058,Zhumadian,China
25.65394,112.491183,Ji'an,China
26.360119,105.775894,Hanzhong,China
24.733874,110.338363,Rizhao,China
34.866436,89.681853,Qingyuan,China
27.479647,119.523642,Chaozhou,China
32.32086,89.507844,Kaiyuan,China
30.83765,90.185473,Mianyang,China
26.169645,87.808921,Haikou,China
39.734633,-80.496818,Moline - Illinois,United States
46.948893,-81.235365,Oklahoma City - Oklahoma,United States
39.6819,-74.588595,Collierville - Tennessee,United States
43.575791,-97.391752,Des Plaines - Illinois,United States
45.72089,-72.923424,Melbourne - Florida,United States
36.600389,-93.521099,Indio - California,United States
32.129395,-95.141521,El Cajon - California,United States
36.005355,-88.326156,Apopka - Florida,United States
37.944515,-104.476642,Eau Claire - Wisconsin,United States
37.381734,-119.989548,Brentwood - California,United States
37.665167,-116.762622,Medford - Massachusetts,United States
31.606196,-89.957324,Ankeny - Iowa,United States
34.382764,-88.852142,San Mateo - California,United States
45.210689,-100.656438,Highland - California,United States
43.88829,-113.406528,Sheboygan - Wisconsin,United States
30.856982,-123.982382,New York - New York,United States
43.949892,-74.980721,Warwick - Rhode Island,United States
39.633647,-110.999767,Oxnard - California,United States
45.418409,-87.478136,Anaheim - California,United States
31.935233,-82.264577,Springfield - Massachusetts,United States
38.298919,-105.665639,East Orange - New Jersey,United States
47.020137,-102.285066,Grapevine - Texas,United States
36.089478,-85.579053,South Bend - Indiana,United States
38.220927,-78.903363,Pearland - Texas,United States
47.763829,-98.543268,Lafayette - Louisiana,United States
37.293496,-113.462455,Buffalo - New York,United States
44.124518,-87.582807,Washington - District of Columbia,United States
35.807472,-73.439018,Rockford - Illinois,United States
38.896083,-105.806593,Oakland - California,United States
41.253791,-111.510532,Lakewood - Colorado,United States
45.335903,-93.798591,La Mesa - California,United States
42.008796,-107.921618,Hanford - California,United States
43.511709,-79.727308,Muskogee - Oklahoma,United States
37.270108,-95.112777,Somerville - Massachusetts,United States
58.11879,146.89234,Vladimir,Russia
58.652972,72.944183,Vyksa,Russia
76.957994,106.123278,Slavyansk-na-Kubani,Russia
55.763519,168.821353,Tyumen,Russia
71.26811,136.712244,Noginsk,Russia
62.90113,61.082913,Irkutsk,Russia
59.944149,53.278148,Tobolsk,Russia
77.066985,57.342482,Shchyolkovo,Russia
73.942454,148.593024,Yelets,Russia
74.567831,166.978004,Dimitrovgrad,Russia
71.628817,58.946943,Biysk,Russia
68.867643,57.627619,Taganrog,Russia
69.820578,100.719018,Zheleznogorsk,Russia
55.808951,39.205282,Moscow,Russia
62.477984,155.942119,Kostroma,Russia
61.219828,87.770106,Vorkuta,Russia
76.667982,85.627447,Abakan,Russia
64.054409,172.810852,Verkhnyaya Pyshma,Russia
59.069624,102.126937,Fryazino,Russia
58.711394,163.595728,Lipetsk,Russia
75.7181,79.885544,Balakovo,Russia
73.43952,133.161574,Perm,Russia
73.942266,159.393526,Kirishi,Russia
71.664719,158.266304,Gudermes,Russia
66.582312,161.931759,Volsk,Russia
72.486019,106.472863,Ivanovo,Russia
70.606285,72.089553,Kirovo-Chepetsk,Russia
63.383087,123.231739,Berezniki,Russia
70.160741,42.013289,Revda,Russia
75.429071,70.689591,Sibay,Russia
66.281617,97.552202,Omsk,Russia
67.010791,128.174937,Sertolovo,Russia
74.259981,147.726399,Volgograd,Russia
59.141969,105.653892,Norilsk,Russia
27.336084,45.628942,Ta'if,Saudi Arabia
26.889054,51.320887,Turaif,Saudi Arabia
17.912183,44.891725,Tarut,Saudi Arabia
21.053963,47.627342,Ar Rass,Saudi Arabia
26.574844,51.275087,Ad Darb,Saudi Arabia
21.609411,35.660903,Al Hufuf,Saudi Arabia
21.816329,38.782071,Duba,Saudi Arabia
24.919884,49.496527,Mizhirah,Saudi Arabia
30.563065,35.823777,Ad Dilam,Saudi Arabia
30.066028,44.463832,Al Jubayl,Saudi Arabia
22.311803,37.130446,Sajir,Saudi Arabia
24.457686,40.605189,Qaisumah,Saudi Arabia
26.31735,39.640499,Farasan,Saudi Arabia
21.40345,51.08953,Arar,Saudi Arabia
30.96057,40.439959,Sabya,Saudi Arabia
28.742223,41.728346,Al Qatif,Saudi Arabia
24.972468,53.089521,Tumayr,Saudi Arabia
26.407942,49.430255,Rahimah,Saudi Arabia
18.115913,51.39248,Buraydah,Saudi Arabia
21.190589,39.739098,Mecca,Saudi Arabia
25.159523,36.803557,At Tubi,Saudi Arabia
18.637213,49.386998,Tanumah,Saudi Arabia
22.786518,37.360138,Al Mubarraz,Saudi Arabia
27.198512,36.459885,Al Khafji,Saudi Arabia
24.975626,47.704636,Rabigh,Saudi Arabia
30.899125,38.301733,Al Fuwayliq,Saudi Arabia
18.377199,48.610756,Yanbu,Saudi Arabia
23.54259,47.76638,Al Mutayrifi,Saudi Arabia
25.278497,43.721411,Al Battaliyah,Saudi Arabia
28.700595,35.891256,Mulayjah,Saudi Arabia
24.780732,40.430005,Hafar Al Batin,Saudi Arabia
23.343242,40.577502,Medina,Saudi Arabia
26.922308,41.741029,Al Mindak,Saudi Arabia
20.501348,43.749557,Abu `Arish,Saudi Arabia
2.609614,20.578012,Lodja,DR Congo
-2.711708,15.595948,Mbanza Ngungu,DR Congo
-5.819292,14.027256,Bumba,DR Congo
-1.503351,15.953469,Buta,DR Congo
0.409036,18.168236,Lisala,DR Congo
-6.764446,15.719133,Bukavu,DR Congo
-12.112357,15.214365,Kasongo Lunda,DR Congo
-5.256982,16.434767,Mwene Ditu,DR Congo
-4.766079,20.546177,Sake,DR Congo
2.200919,24.114023,Likasi,DR Congo
-1.18647,19.434565,Kindu,DR Congo
1.679663,27.508438,Watsa,DR Congo
-6.55077,24.920353,Lusambo,DR Congo
-11.820657,26.258166,Boma,DR Congo
2.879839,17.209236,Mangai,DR Congo
-11.970462,17.790608,Kongolo,DR Congo
-3.35018,13.990335,Gbadolite,DR Congo
-7.308177,26.706865,Kasongo,DR Congo
-1.728445,26.961047,Libenge,DR Congo
-4.971789,28.899413,Mweka,DR Congo
-12.670002,23.906721,Gemena,DR Congo
3.685342,26.129825,Kolwezi,DR Congo
-3.597624,19.380479,Kikwit,DR Congo
3.810118,23.582685,Uvira,DR Congo
-11.8979,20.93303,Basoko,DR Congo
4.349439,13.958407,Demba,DR Congo
-10.939753,27.287897,Butembo,DR Congo
-1.948223,16.478798,Kamina,DR Congo
-2.768924,26.080985,Luebo,DR Congo
-7.244541,18.17755,Wamba,DR Congo
-9.606136,19.138972,Kabalo,DR Congo
4.218848,15.959755,Boende,DR Congo
-3.351093,28.10793,Inongo,DR Congo
-8.723807,18.062131,Mbuji Mayi,DR Congo
-6.880382,20.164517,Businga,DR Congo
-5.353689,23.333297,Kasangulu,DR Congo
-7.075413,13.917436,Gandajika,DR Congo
3.487595,12.919622,Demba,DR Congo
3.874969,24.211587,Uvira,DR Congo
-3.847118,22.582307,Lukolela,DR Congo
-4.795907,14.175213,Bumba,DR Congo
2.412096,14.489745,Mushie,DR Congo
2.635081,18.594457,Bulungu,DR Congo
-6.339564,17.95095,Mwene Ditu,DR Congo
-8.183215,16.097618,Bukavu,DR Congo
-5.757826,28.016624,Mweka,DR Congo
-4.086602,12.903884,Gbadolite,DR Congo
3.585385,20.799701,Lodja,DR Congo
-6.171819,15.604879,Kalemie,DR Congo
-5.672595,27.03926,Nioki,DR Congo
-3.292268,26.772614,Luebo,DR Congo
-0.98017,27.848349,Aketi,DR Congo
-1.290553,24.845601,Bosobolo,DR Congo
1.136719,22.457461,Matadi,DR Congo
-11.517935,13.634554,Kinshasa,DR Congo
-3.90675,17.547489,Goma,DR Congo
-11.297041,20.899846,Basoko,DR Congo
-8.378416,19.259698,Wamba,DR Congo
-7.645101,22.416835,Kambove,DR Congo
4.467365,26.165316,Kolwezi,DR Congo
1.646931,19.09777,Lisala,DR Congo
-3.092511,24.874462,Bolobo,DR Congo
-6.442827,18.256974,Kisangani,DR Congo
-6.834407,24.302717,Lusambo,DR Congo
2.089706,15.916971,Bukama,DR Congo
1.191472,27.934229,Watsa,DR Congo
4.550656,17.946506,Mangai,DR Congo
-4.888385,21.11997,Sake,DR Congo
3.152413,-45.442438,Sumare,Brazil
-21.668459,-36.649355,Sao Bernardo Do Campo,Brazil
-20.510587,-50.514345,Atibaia,Brazil
-15.537045,-44.701711,Araruama,Brazil
-0.411448,-45.112983,Londrina,Brazil
-5.725188,-64.550155,Jequie,Brazil
-4.126332,-52.297843,Sao Jose Do Rio Preto,Brazil
-13.908445,-38.687107,Sao Caetano Do Sul,Brazil
-0.876492,-43.128517,Sao Luis,Brazil
-19.978001,-48.205362,Alagoinhas,Brazil
-10.078942,-70.110437,Sapucaia,Brazil
-9.124067,-43.088054,Mogi Mirim,Brazil
-14.371582,-56.789542,Cacador,Brazil
-3.225623,-71.849305,Jatai,Brazil
-10.214882,-67.932021,Rondonopolis,Brazil
2.033185,-66.351823,Ijui,Brazil
-3.995772,-71.378512,Santana,Brazil
-2.339186,-52.020987,Gravatai,Brazil
-13.990884,-61.635588,Curitiba,Brazil
0.546427,-55.150421,Sao Jose Dos Pinhais,Brazil
0.488879,-69.852739,Aquiraz,Brazil
0.316013,-72.583564,Saquarema,Brazil
-6.958613,-36.062809,Bayeux,Brazil
-10.60701,-39.808078,Rio Das Ostras,Brazil
0.832207,-62.395752,Planaltina,Brazil
-0.4938,-37.049832,Farroupilha,Brazil
-9.429342,-50.236853,Sao Borja,Brazil
-10.709846,-49.501357,Sao Sebastiao Do Paraiso,Brazil
-8.814198,-37.704891,Cambe,Brazil
-16.217245,-55.465218,Paragominas,Brazil
-7.90725,-58.479872,Maua,Brazil
-18.194647,-54.638975,Brusque,Brazil
-6.662752,-69.27037,Varginha,Brazil
-13.388018,-62.66641,Jaboatao Dos Guararapes,Brazil
54.028284,-86.919342,Dolbeau Mistassini,Canada
58.602576,-74.317901,Paris,Canada
56.041341,-122.712146,Trois Rivieres,Canada
57.583615,-138.28641,Boisbriand,Canada
54.642677,-76.896088,Sainte Catherine,Canada
54.776911,-122.844924,Kitchener,Canada
64.585298,-92.091579,Thunder Bay,Canada
59.124874,-70.528072,Becancour,Canada
54.708394,-98.960787,Castlegar,Canada
52.478588,-86.321941,Conception Bay South,Canada
60.340921,-119.613763,Quinte West,Canada
51.51006,-118.00033,Wild Rose,Canada
67.156652,-131.303802,La Malbaie,Canada
52.113794,-89.78641,Leduc,Canada
53.280257,-107.953669,Ladysmith,Canada
55.247018,-69.255281,Beloeil,Canada
68.85702,-137.023267,Saint Felix De Valois,Canada
56.150915,-70.986258,Edmundston,Canada
51.946182,-119.049129,Sydney Mines,Canada
49.994943,-105.490242,Cold Lake,Canada
68.519641,-94.971211,Saint Constant,Canada
60.481349,-103.988345,Richmond Hill,Canada
56.761387,-93.641437,Slave Lake,Canada
66.529198,-86.354409,Red Deer,Canada
58.101881,-99.164527,Summerland,Canada
50.582588,-121.48725,Goderich,Canada
65.065154,-63.166713,Banff,Canada
64.640226,-62.942506,Taber,Canada
61.398696,-77.735716,Revelstoke,Canada
59.812413,-127.954724,Thetford Mines,Canada
67.744006,-61.181151,The Pas,Canada
61.106804,-135.46024,Salmon Arm,Canada
64.550289,-130.402162,North Perth,Canada
52.500814,-98.049889,Uxbridge,Canada
-37.250239,-55.525765,San Luis Del Palmar,Argentina
-34.24766,-55.341186,Oliva,Argentina
-38.941129,-57.315411,Rosario Del Tala,Argentina
-27.394145,-69.406653,Villa La Angostura,Argentina
-50.791537,-61.012972,Joaquin V. Gonzalez,Argentina
-39.451117,-58.498578,Las Toscas,Argentina
-31.135159,-69.121271,Pampa Del Indio,Argentina
-41.925555,-56.559562,Villa Allende,Argentina
-44.335499,-66.917277,San Miguel De Tucuman,Argentina
-37.022457,-67.46654,Gobernador Ingeniero Valentin Virasoro,Argentina
-44.392785,-69.20429,Tartagal,Argentina
-48.58404,-69.671157,Formosa,Argentina
-26.030899,-60.75837,Pocito,Argentina
-36.249772,-62.601915,San Juan,Argentina
-38.870346,-64.907495,Concordia,Argentina
-42.528574,-64.402024,Puerto Libertad,Argentina
-22.499895,-59.063158,Retiro,Argentina
-23.167812,-64.282484,Pilar,Argentina
-49.95619,-60.462274,Villa Gesell,Argentina
-22.210191,-61.391311,San Martin De Los Andes,Argentina
-26.599082,-66.865592,Las Parejas,Argentina
-36.165577,-57.432808,Abra Pampa,Argentina
-23.85463,-68.413151,Justiniano Posse,Argentina
-27.022412,-62.538795,Charata,Argentina
-45.268971,-63.287048,Fiambala,Argentina
-47.138411,-64.078056,Vicuna Mackenna,Argentina
-45.165162,-69.484267,Boedo,Argentina
-35.233913,-69.345063,Catriel,Argentina
-34.46514,-60.055132,Ingeniero Luis A. Huergo,Argentina
-24.472342,-61.11373,Coronel Suarez,Argentina
-32.29526,-63.23568,Obera,Argentina
-49.210275,-65.511459,Calingasta,Argentina
-45.272412,-62.295827,Ibarreta,Argentina
-44.166698,-67.580134,Berazategui,Argentina
53.317944,-134.98071,Levis,Canada
54.150614,-125.715638,Vaughan,Canada
61.306766,-65.929147,Bells Corners,Canada
66.943213,-75.588067,Greater Sudbury,Canada
63.75016,-91.160696,Nepean,Canada
50.647005,-59.963763,Windsor,Canada
59.919972,-118.950326,Quinte West,Canada
58.29952,-74.849061,Paris,Canada
54.673858,-122.404965,Edmonton,Canada
51.591992,-139.81306,Markham,Canada
65.758055,-56.93052,Morinville,Canada
63.275771,-106.46851,Rimouski,Canada
69.63028,-90.732845,Brockville,Canada
54.770435,-120.675786,Mississauga,Canada
50.072313,-90.918167,Huntsville,Canada
60.299532,-88.030349,Hampstead,Canada
54.980563,-63.849255,Port Moody,Canada
51.082094,-77.124804,Baie Comeau,Canada
64.168805,-68.990862,Carbonear,Canada
52.196996,-100.92107,Rawdon,Canada
65.432407,-112.539548,Kirkland,Canada
60.061968,-80.712604,Chibougamau,Canada
55.904046,-122.358999,Trois Rivieres,Canada
69.749293,-132.018056,Beaumont,Canada
62.201366,-73.800248,Aylmer,Canada
58.590499,-121.511179,Drummondville,Canada
62.637723,-122.192975,Clarence Rockland,Canada
51.058345,-81.510481,Whitehorse,Canada
49.956568,-82.909817,Pointe Claire,Canada
61.971479,-118.015465,Prince Edward,Canada
68.38591,-101.353841,Pitt Meadows,Canada
58.705361,-89.089139,Happy Valley Goose Bay,Canada
61.579496,-68.7478,Saint Raymond,Canada
68.491874,-128.13593,Stony Plain,Canada
25.225319,113.598582,Chuzhou,China
29.158753,93.667071,Jinzhou,China
25.184018,104.86492,Laiyang,China
34.356701,105.558198,Zhabei,China
31.357249,93.03389,Yanji,China
27.721709,109.003159,Boshan,China
35.035633,88.695355,Shanhaiguan,China
30.525789,109.798448,Haimen,China
30.036986,113.952755,Dingzhou,China
22.636575,118.199722,Yunfu,China
28.758585,100.745368,Chengdu,China
24.115404,113.428972,Wenshan City,China
36.480031,89.334315,Jiazi,China
28.732958,106.240572,Lhasa,China
38.577124,112.316389,Zhanjiang,China
23.328343,113.362022,Tanggu,China
35.075687,116.577254,Binzhou,China
38.412868,113.83687,Xining,China
